,flop,board_type,0b,1b,2b,profit
0,"[14, 14, 11]",rainbow,1,1,1,9.37386563106579
1,"[14, 14, 11]",rainbow,2,2,2,9.382272461840014
2,"[14, 14, 11]",rainbow,15,10,7,10.333719286959404
3,"[14, 14, 11]",rainbow,16,11,8,10.345422816916763
