,flop,board_type,0b,1b,2b,profit
0,"[14, 4, 3]",two-tone,1,1,1,7.983694120664485
1,"[14, 4, 3]",two-tone,2,2,2,7.989186825580871
2,"[14, 4, 3]",two-tone,8,6,4,7.989279306651106
3,"[14, 4, 3]",two-tone,10,7,5,8.036489923306624
