,flop,board_type,0b,1b,2b,profit
0,"[14, 13, 2]",rainbow,1,1,1,0.9673447977826483
1,"[14, 13, 2]",rainbow,2,2,2,1.0668608164778408
2,"[14, 13, 2]",rainbow,3,2,2,1.2054432392826404
3,"[14, 13, 2]",rainbow,4,3,2,1.301179194248822
4,"[14, 13, 2]",rainbow,8,6,4,1.9307962315250602
5,"[14, 13, 2]",rainbow,10,7,5,1.9314326549456855
6,"[14, 13, 2]",rainbow,15,10,7,2.1530878899679946
7,"[14, 13, 2]",rainbow,16,11,8,2.220558706606335
