,flop,board_type,0b,1b,2b,profit
0,"[7, 6, 2]",monotone,1,1,1,2.3370192699999994
1,"[7, 6, 2]",monotone,8,6,4,3.2670005499999992
2,"[7, 6, 2]",monotone,15,10,7,4.08457563
3,"[7, 6, 2]",monotone,16,11,8,6.141513719999999
