,flop,board_type,0b,1b,2b,profit
0,"[7, 7, 3]",two-tone,1,1,1,1.087525529515641
1,"[7, 7, 3]",two-tone,2,2,2,1.0883110567529242
2,"[7, 7, 3]",two-tone,3,2,2,1.0900508266767739
