,flop,board_type,0b,1b,2b,profit
0,"[11, 10, 2]",rainbow,1,1,1,-1.156298105775092
1,"[11, 10, 2]",rainbow,2,2,2,0.36769382207435986
2,"[11, 10, 2]",rainbow,3,2,2,0.9344737027123114
3,"[11, 10, 2]",rainbow,4,3,2,1.3479722627742774
4,"[11, 10, 2]",rainbow,10,7,5,2.1673605804043072
5,"[11, 10, 2]",rainbow,15,10,7,4.652610127158675
