,flop,board_type,0b,1b,2b,profit
0,"[12, 12, 2]",two-tone,1,1,1,3.4302496825417657
1,"[12, 12, 2]",two-tone,8,6,4,4.186106707344885
2,"[12, 12, 2]",two-tone,15,10,7,4.855522413434921
