,flop,board_type,0b,1b,2b,profit
0,"[7, 5, 2]",two-tone,1,1,1,1.4438742073434856
1,"[7, 5, 2]",two-tone,8,6,4,1.571301105313029
2,"[7, 5, 2]",two-tone,10,7,5,1.6246274875126907
3,"[7, 5, 2]",two-tone,15,10,7,1.7435473945854487
4,"[7, 5, 2]",two-tone,16,11,8,1.8658864835871403
