,flop,board_type,0b,1b,2b,profit
0,"[9, 8, 4]",two-tone,1,1,1,-0.1892668151147101
1,"[9, 8, 4]",two-tone,2,2,2,-0.022392358974359095
2,"[9, 8, 4]",two-tone,3,2,2,0.1116398029689607
3,"[9, 8, 4]",two-tone,4,3,2,0.564442852901484
4,"[9, 8, 4]",two-tone,8,6,4,0.6155400836707148
5,"[9, 8, 4]",two-tone,10,7,5,0.7448772226720644
6,"[9, 8, 4]",two-tone,15,10,7,1.3092980701754384
