,flop,board_type,0b,1b,2b,profit
0,"[8, 8, 3]",two-tone,1,1,1,0.7153598182423386
1,"[8, 8, 3]",two-tone,8,6,4,1.1266614493296492
2,"[8, 8, 3]",two-tone,10,7,5,1.3062880398438588
3,"[8, 8, 3]",two-tone,15,10,7,1.9894419510638235
4,"[8, 8, 3]",two-tone,16,11,8,2.2456545988724343
