,flop,board_type,0b,1b,2b,profit
0,"[13, 8, 6]",two-tone,1,1,1,0.5625491942162164
1,"[13, 8, 6]",two-tone,2,2,2,0.6481671081621625
2,"[13, 8, 6]",two-tone,3,2,2,0.6977690489729733
3,"[13, 8, 6]",two-tone,4,3,2,0.7419848024324329
4,"[13, 8, 6]",two-tone,8,6,4,1.2115652561621622
5,"[13, 8, 6]",two-tone,10,7,5,1.332549729783784
6,"[13, 8, 6]",two-tone,15,10,7,1.5232904397297298
7,"[13, 8, 6]",two-tone,16,11,8,1.6773558063783784
