,flop,board_type,0b,1b,2b,profit
0,"[12, 10, 8]",monotone,1,1,1,1.664021889137167
1,"[12, 10, 8]",monotone,2,2,2,1.8760893223721133
2,"[12, 10, 8]",monotone,3,2,2,1.9359998809916474
3,"[12, 10, 8]",monotone,4,3,2,2.0136219401018116
4,"[12, 10, 8]",monotone,15,10,7,2.1399902222048466
5,"[12, 10, 8]",monotone,16,11,8,2.350698820785734
