,flop,board_type,0b,1b,2b,profit
0,"[14, 13, 7]",two-tone,1,1,1,1.6487605037607536
1,"[14, 13, 7]",two-tone,2,2,2,1.7926001214529046
2,"[14, 13, 7]",two-tone,3,2,2,1.928547563273211
