,flop,board_type,0b,1b,2b,profit
0,"[11, 8, 8]",two-tone,1,1,1,1.2089259470860316
1,"[11, 8, 8]",two-tone,8,6,4,1.3040903114361697
2,"[11, 8, 8]",two-tone,10,7,5,1.3056763374421831
3,"[11, 8, 8]",two-tone,15,10,7,1.5915611473404254
4,"[11, 8, 8]",two-tone,16,11,8,1.5941234063020349
