,flop,board_type,0b,1b,2b,profit
0,"[14, 11, 4]",rainbow,1,1,1,-3.929499888341544
1,"[14, 11, 4]",rainbow,2,2,2,-2.3319293230706086
2,"[14, 11, 4]",rainbow,8,6,4,-0.4031847487684739
3,"[14, 11, 4]",rainbow,10,7,5,-0.3990723251231545
4,"[14, 11, 4]",rainbow,15,10,7,1.4587787487684716
5,"[14, 11, 4]",rainbow,16,11,8,1.4593378448275844
