,flop,board_type,0b,1b,2b,profit
0,"[13, 12, 11]",two-tone,1,1,1,1.3422935476817255
1,"[13, 12, 11]",two-tone,2,2,2,2.755500386664711
2,"[13, 12, 11]",two-tone,3,2,2,2.889066567216836
3,"[13, 12, 11]",two-tone,4,3,2,3.114983409388124
4,"[13, 12, 11]",two-tone,8,6,4,3.2858375609405877
5,"[13, 12, 11]",two-tone,10,7,5,3.367590947844614
6,"[13, 12, 11]",two-tone,15,10,7,3.543059084146492
7,"[13, 12, 11]",two-tone,16,11,8,3.691103741091279
