,flop,board_type,0b,1b,2b,profit
0,"[14, 8, 5]",rainbow,1,1,1,0.7737479118538391
1,"[14, 8, 5]",rainbow,8,6,4,0.9566627200586232
2,"[14, 8, 5]",rainbow,10,7,5,1.0054769881660333
