,flop,board_type,0b,1b,2b,profit
0,"[14, 12, 8]",rainbow,1,1,1,-3.955665789250669
1,"[14, 12, 8]",rainbow,2,2,2,1.2375618510258684
2,"[14, 12, 8]",rainbow,3,2,2,1.913218009366635
3,"[14, 12, 8]",rainbow,4,3,2,2.9697827149866183
4,"[14, 12, 8]",rainbow,16,11,8,4.894357538236963
