,flop,board_type,0b,1b,2b,profit
0,"[14, 10, 6]",monotone,1,1,1,0.9747726067976938
1,"[14, 10, 6]",monotone,2,2,2,0.9774355212101681
2,"[14, 10, 6]",monotone,3,2,2,1.1300146871446541
3,"[14, 10, 6]",monotone,4,3,2,1.35371873049109
4,"[14, 10, 6]",monotone,8,6,4,1.47131564327044
5,"[14, 10, 6]",monotone,15,10,7,1.5766207559564986
6,"[14, 10, 6]",monotone,16,11,8,2.0141034973060794
