,flop,board_type,0b,1b,2b,profit,flop,max_profit
201,"[14, 10, 10]",two-tone,16,11,8,2.2194518143141,"[14, 10, 10]",2.2194518143141
202,"[13, 9, 9]",two-tone,16,11,8,1.5121517354340277,"[13, 9, 9]",1.5121517354340277
203,"[13, 9, 8]",two-tone,15,10,7,1.21434476229718,"[13, 9, 8]",1.21434476229718
204,"[13, 9, 7]",two-tone,15,10,7,1.0847306730655877,"[13, 9, 7]",1.0847306730655877
205,"[13, 9, 6]",two-tone,16,11,8,1.0778897080839895,"[13, 9, 6]",1.0778897080839895
206,"[13, 9, 5]",two-tone,8,6,4,1.1160225521743357,"[13, 9, 5]",1.1160225521743357
207,"[13, 9, 4]",two-tone,16,11,8,1.0832079900397569,"[13, 9, 4]",1.0832079900397569
208,"[13, 9, 3]",two-tone,16,11,8,1.1159247232315892,"[13, 9, 3]",1.1159247232315892
209,"[13, 9, 2]",two-tone,16,11,8,1.122772565591296,"[13, 9, 2]",1.122772565591296
210,"[13, 8, 8]",two-tone,16,11,8,1.3638554153947648,"[13, 8, 8]",1.3638554153947648
211,"[13, 8, 7]",two-tone,16,11,8,1.2357749119923551,"[13, 8, 7]",1.2357749119923551
212,"[13, 8, 6]",two-tone,16,11,8,1.0914909115823237,"[13, 8, 6]",1.0914909115823237
213,"[13, 8, 5]",two-tone,16,11,8,1.1283717216474851,"[13, 8, 5]",1.1283717216474851
214,"[13, 8, 4]",two-tone,16,11,8,1.0898959230353862,"[13, 8, 4]",1.0898959230353862
215,"[13, 8, 3]",two-tone,16,11,8,1.138209945651179,"[13, 8, 3]",1.138209945651179
216,"[13, 8, 2]",two-tone,16,11,8,1.136820070851453,"[13, 8, 2]",1.136820070851453
217,"[13, 7, 7]",two-tone,16,11,8,1.42195878402079,"[13, 7, 7]",1.42195878402079
218,"[13, 7, 6]",two-tone,16,11,8,1.2892349760053792,"[13, 7, 6]",1.2892349760053792
219,"[13, 7, 5]",two-tone,16,11,8,1.2286866012944475,"[13, 7, 5]",1.2286866012944475
220,"[13, 7, 4]",two-tone,16,11,8,1.1813178781626164,"[13, 7, 4]",1.1813178781626164
221,"[13, 7, 3]",two-tone,16,11,8,1.221855916674208,"[13, 7, 3]",1.221855916674208
222,"[13, 7, 2]",two-tone,16,11,8,1.2387343488574658,"[13, 7, 2]",1.2387343488574658
223,"[13, 6, 6]",two-tone,16,11,8,1.3466747158597288,"[13, 6, 6]",1.3466747158597288
224,"[13, 6, 5]",two-tone,16,11,8,1.293240968175152,"[13, 6, 5]",1.293240968175152
225,"[13, 6, 4]",two-tone,16,11,8,1.2525860409820917,"[13, 6, 4]",1.2525860409820917
226,"[13, 6, 3]",two-tone,16,11,8,1.2709377784431262,"[13, 6, 3]",1.2709377784431262
227,"[13, 6, 2]",two-tone,16,11,8,1.2739240419476272,"[13, 6, 2]",1.2739240419476272
228,"[13, 5, 5]",two-tone,16,11,8,1.3664172020902488,"[13, 5, 5]",1.3664172020902488
