,flop,board_type,0b,1b,2b,profit
0,"[9, 4, 2]",monotone,1,1,1,-0.9122582392187515
1,"[9, 4, 2]",monotone,2,2,2,-0.9050004695312506
2,"[9, 4, 2]",monotone,8,6,4,0.5300183356249986
3,"[9, 4, 2]",monotone,10,7,5,0.879217687187499
4,"[9, 4, 2]",monotone,15,10,7,2.337885684062499
5,"[9, 4, 2]",monotone,16,11,8,2.3453257712499997
