,flop,board_type,0b,1b,2b,profit
0,"[9, 9, 8]",two-tone,1,1,1,-8.329354570560255
1,"[9, 9, 8]",two-tone,2,2,2,-8.328878133060254
2,"[9, 9, 8]",two-tone,4,3,2,-8.327185008060255
