,flop,board_type,0b,1b,2b,profit
0,"[9, 7, 4]",rainbow,1,1,1,-0.4201555904000005
1,"[9, 7, 4]",rainbow,8,6,4,1.5503019069333328
2,"[9, 7, 4]",rainbow,10,7,5,2.765704873733333
3,"[9, 7, 4]",rainbow,15,10,7,4.666479638
