,flop,board_type,0b,1b,2b,profit
0,"[6, 3, 3]",two-tone,1,1,1,1.3517443815807146
1,"[6, 3, 3]",two-tone,8,6,4,1.5332284640075204
2,"[6, 3, 3]",two-tone,10,7,5,1.621941676470588
3,"[6, 3, 3]",two-tone,15,10,7,1.8550670246441041
4,"[6, 3, 3]",two-tone,16,11,8,2.0060981632017194
