,flop,board_type,0b,1b,2b,profit
0,"[14, 8, 5]",rainbow,1,1,1,-1.0838040720513578
1,"[14, 8, 5]",rainbow,2,2,2,-0.6928489436249626
2,"[14, 8, 5]",rainbow,3,2,2,-0.5126827185279178
3,"[14, 8, 5]",rainbow,4,3,2,-0.046986987429083915
4,"[14, 8, 5]",rainbow,8,6,4,0.9752329387279787
5,"[14, 8, 5]",rainbow,10,7,5,1.3886760854732763
6,"[14, 8, 5]",rainbow,15,10,7,4.151222452791878
7,"[14, 8, 5]",rainbow,16,11,8,4.65778391936399
