,flop,board_type,0b,1b,2b,profit
0,"[11, 4, 2]",two-tone,1,1,1,-2.587932024501424
1,"[11, 4, 2]",two-tone,8,6,4,-0.3187207147435893
2,"[11, 4, 2]",two-tone,10,7,5,-0.14619517514245017
3,"[11, 4, 2]",two-tone,15,10,7,0.4881945495014244
4,"[11, 4, 2]",two-tone,16,11,8,0.8381207160256405
