,flop,board_type,0b,1b,2b,profit
0,"[12, 11, 4]",monotone,1,1,1,0.8118756506818485
1,"[12, 11, 4]",monotone,2,2,2,0.9726900814312194
2,"[12, 11, 4]",monotone,3,2,2,1.0798204095723554
3,"[12, 11, 4]",monotone,4,3,2,1.1624696293128558
4,"[12, 11, 4]",monotone,16,11,8,1.3225840583940158
