,flop,board_type,0b,1b,2b,profit
0,"[11, 9, 5]",monotone,1,1,1,0.8009808657587298
1,"[11, 9, 5]",monotone,2,2,2,0.987128003744437
2,"[11, 9, 5]",monotone,3,2,2,1.103472389773408
3,"[11, 9, 5]",monotone,4,3,2,1.191363431508901
4,"[11, 9, 5]",monotone,10,7,5,1.1931293349355956
