,flop,board_type,0b,1b,2b,profit
0,"[13, 10, 3]",monotone,1,1,1,-0.8933277793398342
1,"[13, 10, 3]",monotone,2,2,2,-0.6992960238095254
2,"[13, 10, 3]",monotone,8,6,4,-0.689829727302171
