,flop,board_type,0b,1b,2b,profit
0,"[10, 9, 4]",rainbow,1,1,1,1.1691410363636365
1,"[10, 9, 4]",rainbow,2,2,2,1.619570316602871
2,"[10, 9, 4]",rainbow,3,2,2,2.0054307247368426
3,"[10, 9, 4]",rainbow,4,3,2,2.223512759665072
4,"[10, 9, 4]",rainbow,8,6,4,2.2236896162679427
5,"[10, 9, 4]",rainbow,10,7,5,2.22373714215311
6,"[10, 9, 4]",rainbow,15,10,7,2.7116409600956937
7,"[10, 9, 4]",rainbow,16,11,8,2.7132039158851677
