,flop,board_type,0b,1b,2b,profit
0,"[13, 7, 4]",rainbow,1,1,1,4.132821878419812
1,"[13, 7, 4]",rainbow,2,2,2,4.1427020317217
2,"[13, 7, 4]",rainbow,3,2,2,4.146668207547171
3,"[13, 7, 4]",rainbow,4,3,2,4.154112925825472
