,flop,board_type,0b,1b,2b,profit
0,"[11, 9, 3]",two-tone,1,1,1,-0.3214244988801789
1,"[11, 9, 3]",two-tone,2,2,2,-0.32008114268383725
2,"[11, 9, 3]",two-tone,3,2,2,-0.04926494615528165
3,"[11, 9, 3]",two-tone,4,3,2,0.6538088294139606
4,"[11, 9, 3]",two-tone,8,6,4,1.2648343806457631
5,"[11, 9, 3]",two-tone,10,7,5,1.371070613381858
6,"[11, 9, 3]",two-tone,15,10,7,4.4724396270996625
