,flop,board_type,0b,1b,2b,profit
0,"[14, 4, 3]",two-tone,1,1,1,1.7444796901125406
1,"[14, 4, 3]",two-tone,2,2,2,1.745326375331592
2,"[14, 4, 3]",two-tone,3,2,2,1.8799095155345664
3,"[14, 4, 3]",two-tone,4,3,2,2.151745251889068
4,"[14, 4, 3]",two-tone,8,6,4,2.2659406875100485
5,"[14, 4, 3]",two-tone,10,7,5,2.289248588022508
6,"[14, 4, 3]",two-tone,15,10,7,2.5062848067725083
7,"[14, 4, 3]",two-tone,16,11,8,2.7713617255627017
