,flop,board_type,0b,1b,2b,profit
0,"[5, 4, 2]",rainbow,1,1,1,0.8217263944554793
1,"[5, 4, 2]",rainbow,2,2,2,0.9320835517574659
2,"[5, 4, 2]",rainbow,3,2,2,0.990832244376266
3,"[5, 4, 2]",rainbow,4,3,2,1.038644334915624
4,"[5, 4, 2]",rainbow,8,6,4,1.3961784725503064
5,"[5, 4, 2]",rainbow,10,7,5,1.540425834464386
6,"[5, 4, 2]",rainbow,15,10,7,1.9689890166032178
7,"[5, 4, 2]",rainbow,16,11,8,2.3492552031401486
