,flop,board_type,0b,1b,2b,profit
0,"[12, 7, 4]",monotone,1,1,1,0.15422310406128048
1,"[12, 7, 4]",monotone,2,2,2,0.1542516255239197
2,"[12, 7, 4]",monotone,8,6,4,0.5391676383870505
3,"[12, 7, 4]",monotone,10,7,5,0.5415862345714699
4,"[12, 7, 4]",monotone,15,10,7,0.6062042409307704
5,"[12, 7, 4]",monotone,16,11,8,0.8996006872380401
