,flop,board_type,0b,1b,2b,profit
0,"[14, 6, 6]",two-tone,1,1,1,-7.016039259338857
1,"[14, 6, 6]",two-tone,2,2,2,-7.015287233902811
2,"[14, 6, 6]",two-tone,8,6,4,-6.748532146693509
3,"[14, 6, 6]",two-tone,10,7,5,-6.675401723728391
