,flop,board_type,0b,1b,2b,profit
0,"[12, 12, 5]",two-tone,1,1,1,2.6269585352333573
1,"[12, 12, 5]",two-tone,8,6,4,3.5581471971871665
2,"[12, 12, 5]",two-tone,10,7,5,3.9297555703890654
3,"[12, 12, 5]",two-tone,15,10,7,4.310095041538852
4,"[12, 12, 5]",two-tone,16,11,8,4.845666394132232
