,flop,board_type,0b,1b,2b,profit
0,"[6, 5, 2]",two-tone,1,1,1,5.137233039240505
1,"[6, 5, 2]",two-tone,2,2,2,5.1381466002531635
2,"[6, 5, 2]",two-tone,3,2,2,5.1386013445316445
3,"[6, 5, 2]",two-tone,4,3,2,5.138762138075949
4,"[6, 5, 2]",two-tone,8,6,4,5.2361685163544305
5,"[6, 5, 2]",two-tone,15,10,7,5.366772761620254
6,"[6, 5, 2]",two-tone,16,11,8,5.520353241772153
