,flop,board_type,0b,1b,2b,profit
0,"[14, 10, 3]",rainbow,1,1,1,0.361627191459425
1,"[14, 10, 3]",rainbow,2,2,2,0.3624434483983625
2,"[14, 10, 3]",rainbow,3,2,2,0.7871930503016141
3,"[14, 10, 3]",rainbow,4,3,2,0.948053678374572
4,"[14, 10, 3]",rainbow,8,6,4,1.7311667346790922
5,"[14, 10, 3]",rainbow,10,7,5,2.1120029598971732
6,"[14, 10, 3]",rainbow,15,10,7,2.3130975324586327
7,"[14, 10, 3]",rainbow,16,11,8,2.445612812395191
