,flop,board_type,0b,1b,2b,profit
0,"[13, 13, 5]",two-tone,1,1,1,3.6058156252346296
1,"[13, 13, 5]",two-tone,2,2,2,3.6095969596436506
2,"[13, 13, 5]",two-tone,3,2,2,3.6246899615206902
3,"[13, 13, 5]",two-tone,4,3,2,3.7866614614412777
4,"[13, 13, 5]",two-tone,8,6,4,4.268395629017587
5,"[13, 13, 5]",two-tone,15,10,7,4.356255641362733
6,"[13, 13, 5]",two-tone,16,11,8,4.55300654256548
