,flop,board_type,0b,1b,2b,profit
0,"[14, 9, 4]",monotone,1,1,1,1.056052612199775
1,"[14, 9, 4]",monotone,8,6,4,2.8837212619921426
2,"[14, 9, 4]",monotone,10,7,5,2.8909284467283944
3,"[14, 9, 4]",monotone,15,10,7,4.29301416751964
4,"[14, 9, 4]",monotone,16,11,8,5.4666408379685745
