,flop,board_type,0b,1b,2b,profit
0,"[6, 5, 5]",rainbow,1,1,1,2.2119420110404815
1,"[6, 5, 5]",rainbow,2,2,2,2.770413622147875
2,"[6, 5, 5]",rainbow,3,2,2,3.146584326932084
3,"[6, 5, 5]",rainbow,4,3,2,3.4098110299765807
4,"[6, 5, 5]",rainbow,8,6,4,4.831248833188358
5,"[6, 5, 5]",rainbow,10,7,5,6.27495449019739
6,"[6, 5, 5]",rainbow,15,10,7,6.806765237738373
7,"[6, 5, 5]",rainbow,16,11,8,7.163626677952493
