,flop,board_type,0b,1b,2b,profit
0,"[9, 9, 5]",two-tone,1,1,1,1.123726305405668
1,"[9, 9, 5]",two-tone,8,6,4,1.5558184567158388
2,"[9, 9, 5]",two-tone,10,7,5,1.7256074487189443
3,"[9, 9, 5]",two-tone,15,10,7,2.1912225096467393
4,"[9, 9, 5]",two-tone,16,11,8,2.237596382414596
