,,,,,,,,,,,,,,,54 BB Call vs BN,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A,K,Q,J,T,9,8,7,6,5,4,3,2,,,K,Q,J,T,9,8,7,6,5,4,3,2,,,Q,J,T,9,8,7,6,5,4,3,2
A,,8,8,8,8,8,16,16,16,16,15,15,15,,K,,8,8,8,8,15,15,15,15,15,15,15,,Q,,10,10,10,10,15,15,15,15,15,15,,
K,,8,1,1,2,2,2,2,2,2,2,2,2,,Q,,8,1,1,2,2,2,2,2,2,2,2,,J,,8,1,1,2,2,2,2,2,2,2,,
Q,,,8,1,1,2,2,2,2,2,2,2,2,,J,,,8,1,1,2,2,2,2,2,2,2,,T,,,8,1,1,2,2,2,2,2,2,,
J,,,,8,1,2,2,1,2,2,2,1,1,,T,,,,8,1,2,2,2,2,2,2,2,,9,,,,8,1,2,2,2,2,2,2,,
T,,,,,8,2,2,2,1,2,2,1,2,,9,,,,,1,1,2,2,1,2,2,2,,8,,,,,8,1,1,2,2,2,2,,
9,,,,,,8,1,2,2,2,1,1,1,,8,,,,,,15,1,1,1,2,2,3,,7,,,,,,15,1,1,1,1,2,,
8,,,,,,,15,1,15,15,15,15,15,,7,,,,,,,15,1,15,1,1,2,,6,,,,,,,15,1,10,1,2,,
7,,,,,,,,15,15,15,15,15,15,,6,,,,,,,,15,15,15,15,15,,5,,,,,,,,15,10,10,10,,
6,,,,,,,,,15,15,15,15,15,,5,,,,,,,,,15,15,15,15,,4,,,,,,,,,15,10,10,,
5,,,,,,,,,,15,1,1,1,,4,,,,,,,,,,15,15,15,,3,,,,,,,,,,15,15,,
4,,,,,,,,,,,15,15,1,,3,,,,,,,,,,,15,15,,2,,,,,,,,,,,15,,
3,,,,,,,,,,,,15,2,,2,,,,,,,,,,,,15,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,J,T,9,8,7,6,5,4,3,2,,,T,9,8,7,6,5,4,3,2,,,9,8,7,6,5,4,3,2,,,8,7,6,5,4,3,2
J,,10,10,10,10,15,15,15,15,15,,T,,2,1,10,15,15,15,15,15,,9,,,,,,,,,,8,,,,,,,
T,,10,1,1,2,2,2,2,2,2,,9,,10,1,2,,,,,,,8,,,,,,,,,,7,,,,,,,
9,,,10,1,1,2,2,2,2,2,,8,,,,,,,,,,,7,,,,,,,,,,6,,,,,,,
8,,,,10,1,1,1,2,2,2,,7,,,,,,,,,,,6,,,,,,,,,,5,,,,,,,
7,,,,,15,1,1,1,2,2,,6,,,,,,,,,,,5,,,,,,,,,,4,,,,,,,
6,,,,,,15,1,1,1,2,,5,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,
5,,,,,,,15,10,10,1,,4,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,
4,,,,,,,,15,15,1,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
3,,,,,,,,,15,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,6,5,4,3,2,,,6,5,4,3,2,,,5,4,3,2,,,4,3,2,,,3,2,,,2
7,,,,,,,,6,,,,,,,5,,,,,,4,,,,,3,,,,2,
6,,,,,,,,5,,,,,,,4,,,,,,3,,,,,2,,,,,
5,,,,,,,,4,,,,,,,3,,,,,,2,,,,,,,,,,
4,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,
3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
