,flop,board_type,0b,1b,2b,profit
0,"[7, 5, 3]",rainbow,1,1,1,4.835978042126582
1,"[7, 5, 3]",rainbow,8,6,4,5.606180298227848
2,"[7, 5, 3]",rainbow,10,7,5,6.031089720202532
3,"[7, 5, 3]",rainbow,15,10,7,6.141049985215191
4,"[7, 5, 3]",rainbow,16,11,8,6.142034592379748
