,flop,board_type,0b,1b,2b,profit
0,"[13, 12, 3]",monotone,1,1,1,1.1218300693528689
1,"[13, 12, 3]",monotone,2,2,2,2.535147810989011
2,"[13, 12, 3]",monotone,3,2,2,3.2304677042735044
3,"[13, 12, 3]",monotone,4,3,2,5.543199064957264
4,"[13, 12, 3]",monotone,8,6,4,5.5453557448107444
5,"[13, 12, 3]",monotone,10,7,5,5.545500112576312
6,"[13, 12, 3]",monotone,16,11,8,6.690899989937912
