,flop,board_type,0b,1b,2b,profit
0,"[5, 2, 2]",rainbow,1,1,1,1.1355369561291417
1,"[5, 2, 2]",rainbow,2,2,2,1.1367812806546447
2,"[5, 2, 2]",rainbow,8,6,4,1.7215825359134287
3,"[5, 2, 2]",rainbow,10,7,5,1.8969696800273441
4,"[5, 2, 2]",rainbow,15,10,7,2.101395193131858
5,"[5, 2, 2]",rainbow,16,11,8,2.1860074387711337
