,flop,board_type,0b,1b,2b,profit
0,"[14, 13, 3]",monotone,1,1,1,1.1491230024209644
1,"[14, 13, 3]",monotone,2,2,2,1.2972818270633426
2,"[14, 13, 3]",monotone,3,2,2,1.3608851354269276
3,"[14, 13, 3]",monotone,4,3,2,1.42825607445699
4,"[14, 13, 3]",monotone,15,10,7,1.4492737399405158
5,"[14, 13, 3]",monotone,16,11,8,1.9063017574144534
