,flop,board_type,0b,1b,2b,profit
0,"[14, 13, 4]",rainbow,1,1,1,-5.698356208675799
1,"[14, 13, 4]",rainbow,2,2,2,-4.354427442465753
2,"[14, 13, 4]",rainbow,3,2,2,-3.7205583776255713
3,"[14, 13, 4]",rainbow,4,3,2,-1.5620958315068503
4,"[14, 13, 4]",rainbow,8,6,4,-1.1204796283105032
5,"[14, 13, 4]",rainbow,15,10,7,1.019045608295798
6,"[14, 13, 4]",rainbow,16,11,8,1.0467182986808714
