,flop,board_type,0b,1b,2b,profit
0,"[7, 3, 2]",two-tone,1,1,1,5.045317354711676
1,"[7, 3, 2]",two-tone,2,2,2,5.539273319268636
2,"[7, 3, 2]",two-tone,3,2,2,5.739667698218471
3,"[7, 3, 2]",two-tone,4,3,2,6.05372163788092
4,"[7, 3, 2]",two-tone,8,6,4,6.054297177684013
