,flop,board_type,0b,1b,2b,profit
0,"[11, 10, 7]",two-tone,1,1,1,1.2426347720200417
1,"[11, 10, 7]",two-tone,8,6,4,2.0994668769778486
2,"[11, 10, 7]",two-tone,10,7,5,2.2350066716772155
3,"[11, 10, 7]",two-tone,15,10,7,2.2493143458597045
4,"[11, 10, 7]",two-tone,16,11,8,2.4531394860232076
