,flop,board_type,0b,1b,2b,profit
0,"[14, 5, 2]",rainbow,1,1,1,5.520968064925373
1,"[14, 5, 2]",rainbow,8,6,4,6.213172179104478
2,"[14, 5, 2]",rainbow,10,7,5,6.529828491044775
