,flop,board_type,0b,1b,2b,profit
0,"[12, 9, 8]",two-tone,1,1,1,2.3455597823733547
1,"[12, 9, 8]",two-tone,8,6,4,3.2521020332280113
2,"[12, 9, 8]",two-tone,15,10,7,3.9598702380866033
