,flop,board_type,0b,1b,2b,profit
0,"[13, 13, 4]",two-tone,1,1,1,1.563929875598086
1,"[13, 13, 4]",two-tone,3,2,2,1.5662066315789471
2,"[13, 13, 4]",two-tone,8,6,4,1.7502267320574165
3,"[13, 13, 4]",two-tone,16,11,8,1.9944744736842106
