,flop,board_type,0b,1b,2b,profit
0,"[14, 7, 2]",monotone,1,1,1,-2.0715875824684433
1,"[14, 7, 2]",monotone,8,6,4,-2.0713419122019636
2,"[14, 7, 2]",monotone,10,7,5,-2.0695775183730714
3,"[14, 7, 2]",monotone,15,10,7,-1.0302625968443198
4,"[14, 7, 2]",monotone,16,11,8,0.7264181207573632
