,flop,board_type,0b,1b,2b,profit
0,"[13, 4, 2]",monotone,1,1,1,-1.40767585641822
1,"[13, 4, 2]",monotone,8,6,4,-1.3989338411801246
2,"[13, 4, 2]",monotone,10,7,5,-1.3986065310213938
3,"[13, 4, 2]",monotone,15,10,7,-1.230400969023609
4,"[13, 4, 2]",monotone,16,11,8,-1.0676576325156724
