,flop,board_type,0b,1b,2b,profit
0,"[13, 13, 2]",two-tone,1,1,1,0.5402158344717186
1,"[13, 13, 2]",two-tone,2,2,2,0.5406522085458333
2,"[13, 13, 2]",two-tone,3,2,2,0.5413448018395275
3,"[13, 13, 2]",two-tone,4,3,2,0.5429074588934386
4,"[13, 13, 2]",two-tone,8,6,4,0.9949057056089371
