,flop,board_type,0b,1b,2b,profit
0,"[12, 8, 6]",monotone,1,1,1,1.1277656784005181
1,"[12, 8, 6]",monotone,2,2,2,1.2770892577281887
2,"[12, 8, 6]",monotone,3,2,2,1.434025321271235
3,"[12, 8, 6]",monotone,4,3,2,1.5832096579714943
4,"[12, 8, 6]",monotone,8,6,4,1.6262891512078896
5,"[12, 8, 6]",monotone,10,7,5,1.6281564436179095
6,"[12, 8, 6]",monotone,15,10,7,1.8089156819853154
7,"[12, 8, 6]",monotone,16,11,8,1.9082086167204144
