,flop,board_type,0b,1b,2b,profit
0,"[11, 6, 3]",rainbow,1,1,1,1.496286978730366
1,"[11, 6, 3]",rainbow,10,7,5,1.6800534790575918
2,"[11, 6, 3]",rainbow,15,10,7,1.8583804365183247
3,"[11, 6, 3]",rainbow,16,11,8,1.8630799993455496
