,flop,board_type,0b,1b,2b,profit
0,"[13, 11, 5]",rainbow,1,1,1,-7.384409664539804
1,"[13, 11, 5]",rainbow,2,2,2,-7.370045868173525
2,"[13, 11, 5]",rainbow,8,6,4,-7.3654509301212
