,flop,board_type,0b,1b,2b,profit
0,"[14, 4, 2]",rainbow,1,1,1,0.4805569623023664
1,"[14, 4, 2]",rainbow,2,2,2,0.48426644703687965
2,"[14, 4, 2]",rainbow,3,2,2,0.5865450725200876
3,"[14, 4, 2]",rainbow,4,3,2,0.6639294241567004
4,"[14, 4, 2]",rainbow,8,6,4,1.1517935787805016
5,"[14, 4, 2]",rainbow,10,7,5,1.228116055320149
6,"[14, 4, 2]",rainbow,15,10,7,1.7170529503232963
7,"[14, 4, 2]",rainbow,16,11,8,2.2641883137445853
