,flop,board_type,0b,1b,2b,profit
0,"[7, 5, 2]",two-tone,1,1,1,1.3494879813242484
1,"[7, 5, 2]",two-tone,8,6,4,1.9866977454577217
2,"[7, 5, 2]",two-tone,10,7,5,2.3510176643431144
3,"[7, 5, 2]",two-tone,15,10,7,3.790466650751222
4,"[7, 5, 2]",two-tone,16,11,8,4.3882972327917535
