,flop,board_type,0b,1b,2b,profit
0,"[9, 5, 2]",two-tone,1,1,1,1.0111595191172638
1,"[9, 5, 2]",two-tone,2,2,2,1.0377605412601476
2,"[9, 5, 2]",two-tone,3,2,2,1.0916777226670145
3,"[9, 5, 2]",two-tone,4,3,2,1.2230909863730732
4,"[9, 5, 2]",two-tone,8,6,4,1.3826686008066773
5,"[9, 5, 2]",two-tone,10,7,5,1.536994993953415
6,"[9, 5, 2]",two-tone,15,10,7,1.7781645172250875
7,"[9, 5, 2]",two-tone,16,11,8,1.8801437551575184
