,flop,board_type,0b,1b,2b,profit
0,"[12, 12, 7]",rainbow,1,1,1,3.167995601986613
1,"[12, 12, 7]",rainbow,15,10,7,4.354231412908015
2,"[12, 12, 7]",rainbow,16,11,8,4.355217341173218
